address	text
0x00A03C28	또
0x00A03C2F	남은 탄수도 표시돼
0x00A03C54	사령관은
0x00A03C67	유닛 상태를
0x00A03C7A	항상 확인해
0x00A03C9C	네 보병이
0x00A03CB1	점령 시작했어
0x00A03CC4	상태창을 봐
0x00A03CEC	깜빡이는 숫자는
0x00A03D09	거점 내구력이야
0x00A03D1C	이게 다 줄면
0x00A03D2F	거점이 아군 소유야
0x00A03D4A	체력 10 보병은
0x00A03D5D	한 번에 내구력을
0x00A03D72	10 줄일 수 있어
0x00A03D8D	다치지 않은 보병은
0x00A03DA6	이틀이면
0x00A03DB5	끝낼 수 있다는 거네
0x00A03DCC	점령 중 움직이거나 쓰러지면
0x00A03DF5	내구력이 원래대로 돌아가니까
0x00A03E14	조심해
0x00A03E30	점령 중 보병은
0x00A03E41	꼭 지킬 거야
0x00A03E61	점령 끝날 때까지
0x00A03E7B	점령
0x00A03E87	실행 잊지 마.
0x00A03EA4	레드스타 군이다
0x00A03EB8	전원 항복해라!
0x00A03ED1	잘해 줬어
0x00A03EF1	이 땅은 해방됐어
0x00A03F4C	이제부터
0x00A03F55	싫어도
0x00A04009	여러
0x00A04010	한 번 시험해 보려고...
0x00A04028	거짓말
0x00A04062	시간도 물자도 낭비야.
0x00A040E0	그중 「항복」을 고르면,
0x00A040FC	한번 더,
0x00A04107	처음부터 다시 해
0x00A0412B	다신 안해요
0x00A041C0	적에게 먼저 공격당할 수도 있으니,
0x00A041E7	적 사거리 앞에서 대기하고
0x00A0420F	적이 가까이 온 뒤
0x00A0426C	다음엔 내 진짜
0x00A04294	도미노 사령관
0x00A042AE	강 건너 적 부대 확인
0x00A042D4	정말?
0x00A042E0	이런 시골에
0x00A042FC	어떻게 할까요
0x00A0430E	다른 작전 중이지만 처리할까요
0x00A04334	맞아
0x00A0433D	국토 깊숙이 들어오면
0x00A04356	곤란하지
0x00A04368	좋은 판단
0x00A04376	역시
0x00A0437F	특수부대 대장답네
0x00A043A8	캐서린 사령!
0x00A043BA	어째서 여기 계세요?
0x00A043D4	레드스타를 습격한
0x00A043E9	사령관을 쫓아왔더니
0x00A04409	
0x00A04412	여긴
0x00A04419	네게 맡겨도 될까?
0x00A04438	네!
0x00A0443F	하지만
0x00A0444A	가능하면
0x00A04453	조언해 주시면 든든해요
0x00A04478	응
0x00A0447F	물론이야
0x00A0448E	그럼
0x00A04499	작전을 시작하자
0x00A044B4	콩그 님
0x00A044C0	보병대 근처에
0x00A044CF	레드스타 도시가 있습니다
0x00A044F4	뭐?
0x00A044FF	적 도시인가
0x00A0450E	점령은 귀찮지만
0x00A0452D	블랙홀 군 침공 작전 중
0x00A0454C	자금도 필요하지
0x00A0456D	챙길 수 있으면
0x00A0457E	챙겨 둔다
0x00A0458D	잘 들어
0x00A04596	본부든 도시든
0x00A045B8	거점 내구력은 20
0x00A045D1	체력 10 보병은
0x00A045E4	한 번에 내구력을
0x00A045F9	10 줄일 수 있어
0x00A04612	무사하면
0x00A0461D	이틀이면 점령 가능
0x00A04638	점령 중 움직이거나 쓰러지면
0x00A04661	내구력이 되돌아가
0x00A0467A	조심해라
0x00A04687	알았으면 출격이다
0x00A0469A	내 부대 힘을
0x00A046AD	보여 주마
0x00A046BC	콩그 님!
0x00A046C7	강너머
0x00A046CE	레드스타 부대가
0x00A046EC	뭐라고?
0x00A046F7	흥
0x00A046FE	별것도 아니군
0x00A04715	좋아
0x00A0471C	경전차대 출격
0x00A0472D	경전차라면
0x00A0473A	이동력 공격력 높아
0x00A04753	내 힘을 보이기 딱 좋다
0x00A04772	레드스타 사령 따윈
0x00A04794	몇이 오든
0x00A047A3	내가 쓸어 버리겠다
0x00A047C0	도미노는 이제
0x00A047CF	기본 조작법은
0x00A047E2	이해하고 있지?
0x00A047F6	그럼
0x00A04805	아래 상태창을 봐
0x00A04830	본부 그림 아래 별과 숫자
0x00A0485F	이건
0x00A04868	지형 효과의 높이야
0x00A04887	지형 효과가 높으면
0x00A048A4	전투 때
0x00A048AD	피해를 덜 받아
0x00A048CA	그러니
0x00A048D3	가능하면 지형 효과를
0x00A048F0	활용해서
0x00A048FB	피해를 줄이자
0x00A0491C	지형 효과는 상태창뿐 아니라
0x00A04948	정보 키로도 확인 가능해
0x00A04974	그럼
0x00A0497D	경전차와 싸울 땐
0x00A04994	평지나
0x00A0499B	도로보다 숲에서 공격해
0x00A049C8	맞아!
0x00A049D8	힘내
0x00A049E7	도미노!
0x00A04A05	전황만 악화시켜.
0x00A04B0A	보병계 외 직접 공격이 서툴러서...
0x00A04B2D	그건
0x00A04B53	그것도 중요해.
0x00A04B71	특기 능력을 살려서,
0x00A04B8E	자신만
0x00A04B95	할 수 있는 전법도 중요해
0x00A04C1E	설명 계속할게
0x00A04C34	네가 점령 시작한
0x00A04CCB	한다
0x00A04CF5	도시는 지형 효과가 높고,
0x00A04D13	점령해 두면 수입을 받는 것...
0x00A04D58	아군 도시나 본부는
0x00A04D72	매일 시작
0x00A04D7D	에 돈을 받아.
0x00A04D92	생산 거점이 있으면
0x00A04DE2	여긴 공장이 없어서
0x00A04E2A	도시가 늘면
0x00A04E3D	손해는 없으니까
0x00A04E74	선택한 유닛은
0x00A04E91	자주포야
0x00A04E9C	자주포는
0x00A04EA7	멀리 있는 적을
0x00A04EC0	노려 공격하는
0x00A04ED3	간접 공격 유닛이야
0x00A04EEA	떨어진 곳에서 공격하니
0x00A04F05	공격해도
0x00A04F10	반격을 받지 않아
0x00A04F31	대신
0x00A04F3E	직접 공격받으면
0x00A04F54	반격도 못 해
0x00A04F83	직접 공격 안 받도록
0x00A04F9C	조심하겠습니다
0x00A04FF9	간접 유닛은 직접 유닛
0x00A0501C	과는 달리
0x00A05029	이동후공격
0x00A05036	공격 못 해
0x00A05045	공격은
0x00A0504E	항상 현재 위치에서
0x00A0506C	알겠습니다
0x00A0507C	매복이나 지원사격을
0x00A05091	잘하는 유닛이군요
0x00A050B4	맞아!
0x00A050C1	그리고
0x00A050C8	공격 가능한 범위
0x00A050DF	알고 싶을 때가 있지
0x00A05100	그럴 땐
0x00A0510D	유닛 위에서
0x00A0511F	정보 키로
0x00A0512A	공격 범위가 빨갛게 표시돼
0x00A0514D	자주포 사거리는
0x00A0516F	이야
0x00A05179	정보 화면에서도 확인 가능
0x00A051EF	점령이나 수송차
0x00A05211	산에도 올라가
0x00A052BA	지휘 보병계는 공격력이 높아...
0x00A052E6	경전차와도 충분히 싸울 거야
0x00A053D8	도시나 본부 위에
0x00A05401	다음 날 시작에 체력 2 회복
0x00A05424	동시에
0x00A0542B	탄약 연료 자동 보급돼!
0x00A05454	도시나 본부는 지형 효과도 높고,
0x00A0547A	좋은 점뿐이네요
0x00A0552F	좋은 나라
0x00A05585	도시나 본부 위에 대기시켜
0x00A055C2	이어서
0x00A055CB	점령
0x00A0561F	숫자가
0x00A0564C	현재 6000이야
0x00A0565F	병기 생산 때 쓰니까,
0x00A0567A	지금은 신경 마
0x00A0572C	반드시 이기겠습니다
0x00A05855	무례한 놈이네.
0x00A05874	열받아!!
0x00A05885	다음엔 직접 패주마!
0x00A058C2	아이네...
0x00A058EF	다리 왼쪽 도시를 경전차나
0x00A05939	뒤에 자주포를 배치해 엄호하거나,
0x00A05964	아래 도시에서 회복도 중요해.
0x00A05989	보병계는 강을 건널 수 있음을,
0x00A05A03	분명 이길 수 있어!
0x00A05A3F	다음엔 용서 안 해!
0x00A05A8C	콩그 님
0x00A05ADD	아니면 겁쟁이인가!?
0x00A05B8A	나는 콩그다
0x00A05BA0	콩그
0x00A05BCF	콩그
0x00A05C72	우리 블랙홀 거다
0x00A05C93	시끄럽게 떠드는 녀석은
0x00A05CAC	부순다
0x00A05D21	흥분한 쪽이 지는 거야
0x00A05D74	자기 나라가 엉망이 돼서
0x00A05DC3	마음 가라앉혀
0x00A05DE6	저 녀석 쓰러뜨려
0x00A05E10	맥스는 이미 몇 번
0x00A05E2B	해 봤을 거라 생각해
0x00A05E44	중전차나
0x00A05E68	같은 건 오랜만 아니야
0x00A05E8C	헬기가 배치됐나
0x00A05F28	직접공격 특기,
0x00A05F3B	공격력 높아...
0x00A05F78	직접 공격한다는 점에선
0x00A05F96	육상 공중 유닛도 같아.
0x00A05FD9	전투헬기도 잘 쓸 수 있어!
0x00A0604F	간접공격은
0x00A06087	그보다 큰 힘이
0x00A060C5	간접 따위,
0x00A06128	유닛에게 명령하지 않고
0x00A06171	싸움은 선공 필승
0x00A061CE	수송 헬기는 수송차와 같아
0x00A061EB	보병과
0x00A06298	바다 위를 날아가!
0x00A062F5	수송 헬기 탑재와 하차 방법은
0x00A0632A	이동 불가 장소에는
0x00A06375	한 가지만 달라.
0x00A06392	수송헬기가 바다위면
0x00A06440	지형 무시하고 이동해
0x00A0647C	지형 효과는 못 받지만.
0x00A064A1	경전차 이상으로 싸울 수 있고
0x00A064C5	같은 전투 헬기에도 꽤 강해
0x00A064EC	꽤 많은 유닛을 공격할 수 있으니
0x00A06514	다시 정보 키로 확인해
0x00A065EE	자기 유닛의 공격 범위
0x00A06620	B 눌러
0x00A06651	간접포 사거리가 좁으니
0x00A0666E	어디까지 닿는지 확인해 둬.
0x00A066A1	약점 파악도 중요해
0x00A0674C	젠장
0x00A06767	공중 유닛은 어디서 회복해!?
0x00A067B7	공중 유닛 회복 불가.
0x00A067D4	공중 유닛을 회복하는 건
0x00A06871	같은 유닛끼리라면,
0x00A06888	합류해
0x00A068B0	합류!?
0x00A068BA	두 부대를 한 부대로 합쳐
0x00A068E7	합류하면 두 유닛이 하나가 되어
0x00A06974	체력은 10을 넘지 않나
0x00A069EE	합류
0x00A06A04	무사한 유닛에 다친 유닛이
0x00A06A91	나와 비슷한 지휘다
0x00A06AB6	좋군
0x00A06AD7	마라
0x00A06B8C	레드스타에 온 걸,
0x00A06BA3	후회하게 해주마.
0x00A06C01	잠깐
0x00A06C1D	젠장
0x00A06C4C	정체 모를 녀석들이야.
0x00A06C68	그러게!
0x00A06C83	궁금했을 것 같은데,
0x00A06CA0	작전 성공 뒤에는
0x00A06CB5	포인트와 랭크가
0x00A06CC8	표시되지?
0x00A06CDB	그 포인트는
0x00A06CEC	하치 상점에서
0x00A06D09	물건 살 때 쓸 수 있어.
0x00A06D2C	포인트 올리는 법을
0x00A06D4E	설명해 줄게.
0x00A06D6C	역시,
0x00A06D75	좋은 점수 받고 싶지!
0x00A06DA2	여유 생기면 고득점도 노려봐.
0x00A06DD4	스피드
0x00A06DE6	작전 성공까지 걸린 일수야.
0x00A06E0B	파워
0x00A06E1C	한 번에 잡은 적 수야
0x00A06E3D	테크닉
0x00A06E51	아군이 너무 많이 당하고 있지 않은지
0x00A06E7F	각각 체크해.
0x00A06EA3	중요한 건 작전을 성공시키는 거야.
0x00A06EC8	점수만 보다가
0x00A06ED9	무리하면 안 돼.
0x00A06EF7	포인트가 없어도
0x00A06F10	난 전력으로!
0x00A06F20	다음도 이 기세로!
0x00A06F94	다음엔
0x00A06FC7	적 중전차가,
0x00A0701E	섬 다리 근처에 중전차를 배치해
0x00A07062	전투 헬기로 공격해도 좋아
0x00A070CE	전투 헬기도 맞설 수 있어
0x00A0710C	싸울 때
0x00A0715E	수송헬기로
0x00A07169	보병을 보내 점령해도 좋아
0x00A071AC	담엔 안 져!
0x00A071F4	콩그라고 했던가
0x00A07228	콩그 님
0x00A07248	오.
0x00A07258	맥스 부대인가.
0x00A072D4	끝낼까.
0x00A072E1	즉,
0x00A07330	알겠다...
0x00A07348	적습!
0x00A073A4	상황이 나빠
0x00A073EC	보병은 공중유닛과
0x00A07477	둘이서,
0x00A0748B	어떻게든 해 보자.
0x00A074AC	적 부대에 폭격기...
0x00A074E1	침착하게 대처하죠.
0x00A0751B	대공 전차야
0x00A07571	맥스가 잘 쓰는,
0x00A075D3	대공미사일.
0x00A0763E	유닛 능력이 궁금할 땐
0x00A0769A	공격 범위는 B로 확인해
0x00A076E7	맥스에게 맡겨도 괜찮겠네
0x00A07715	확실히
0x00A0771E	멀쩡히 보내 주마.
0x00A0774C	무사 귀환하면 한잔 사
0x00A07788	로켓포야.
0x00A077BC	공격 범위 3~5,
0x00A077E7	맥스의 경우
0x00A077F6	공격 범위는 3-4가 되지만
0x00A07825	간접공격 유닛은
0x00A07838	서툴지...
0x00A0787A	별로
0x00A07883	신경 안 써도 되지 않아?
0x00A078F4	전투 헬기대
0x00A07901	출격 가능
0x00A07918	전투헬기는 직접 공격 유닛이지만,
0x00A0793D	폭격기 전투기는 공격 불가!
0x00A0795F	같은 전투헬기엔 선공 필승
0x00A07982	수는 많지만 겁먹지 마
0x00A07A26	색이 좀 변하지 않았어?
0x00A07AFD	보면 알 수 있어.
0x00A07B14	콩그 님
0x00A07B1F	지금
0x00A07B35	폭격기·전투기 사용 허가가 안 났어!
0x00A07B74	공항에서 끌어왔어.
0x00A07B94	콩그 님
0x00A07B9F	이 부대엔 공중 유닛의
0x00A07C7B	공중 유닛은 공격 불가.
0x00A07CD2	공중 유닛 모두
0x00A07CE6	직접 공격용 유닛이다
0x00A07D01	공중전이면,
0x00A07D46	공중 유닛은 매일 연료 2 소모.
0x00A07D8E	못 움직일 뿐이지만
0x00A07DA5	공중 유닛은 연료가 다하면
0x00A07E03	한 기라도 더 쓰러뜨려
0x00A07E39	돌격!
0x00A07F3C	블랙홀 군이 각지에서
0x00A0806F	캐서린 사령관께
0x00A08080	보고해 둘게
0x00A080A4	레드스타 연구소 위치는
0x00A0810C	연구소 지도에 갈 수 있어
0x00A0813B	브레이크　게이지
0x00A0815C	응!?
0x00A081F3	더 기다려 스페셜까지 모아
0x00A083A8	맥스 부대는...
0x00A0841F	콩그
0x00A08470	여기서 나한테 이겼다고,
0x00A084B8	블랙홀군 침공은
0x00A084D1	누구도 못 막아.
0x00A0854C	또 보자.
0x00A0858B	질리지도 않네
0x00A085A7	아무리 쳐들어와도,
0x00A0877C	블랙홀 군이 각지에서
0x00A088A3	레드스타 연구소 위치는
0x00A0890B	연구소 맵으로 갈 수 있을 거야!
0x00A08930	이번엔
0x00A08958	젠장
0x00A08987	아쉽네...
0x00A08A15	대공 전차나 미사일이 폭격기에 당해
0x00A08A60	위쪽 육상부대는,
0x00A08A97	우선 공중 부대부터 처리해야 해.
0x00A08ABC	맥스라면,
0x00A08AE2	분명 이길 수 있어!
0x00A08B10	담엔 안 진다!
0x00A08B55	레드스타는 안 뺏긴다
0x00A08B98	근데 도미노,
0x00A08BA6	그 콩그 부대가 대기 중이라는 정보는
0x00A08C07	저 콩그라는 녀석이
0x00A08C6C	네.
0x00A08C75	콩그는 빙 돌아가는 일은
0x00A08CA4	정답!
0x00A08CF4	후후후,
0x00A08CFD	반갑습니다
0x00A08D81	도미노 그 애,
0x00A08DB8	...네.
0x00A08DD5	해상전이 되겠네.
0x00A08E03	적 손에 넘어가는 건
0x00A08E91	해상 섬의 적 본부를 점령하자
0x00A08EBF	적 본부 점령 노린다면
0x00A08F69	같은 거야!
0x00A08F9C	있을　거야
0x00A0907B	사정거리도
0x00A090A4	자주포 강화 유닛이고,
0x00A090DE	그렇게 생각하면 쉬워
0x00A09114	도시 위에 두거나
0x00A09129	수송차를 옆에 두면 좋아
